"nimetus";"allasutus";"link";"variable";"value";"kanal";"naitaja"
"Majandustegevusteade tulekustuti hooldamiseks ja tuletõrje voolikusüsteemi kontrollimiseks ja hooldamiseks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Epost.osutamistearv";NA;"Epost";"osutamistearv"
"Majandustegevusteade reisiettevõtjana tegutsemisks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Epost.osutamistearv";NA;"Epost";"osutamistearv"
"Majandustegevusteade renditööjõu vahendamiseks ja tööjõu pakkumiseks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Epost.osutamistearv";NA;"Epost";"osutamistearv"
"Haridussilm.ee - haridus- ja teadusstatistika avaldamine";"Haridus- ja Teadusministeerium";"hm@hm.ee";"Epost.osutamistearv";NA;"Epost";"osutamistearv"
"Koolieelsete lasteasutuste tegevus- või koolitusloa väljastamine";"Haridus- ja Teadusministeerium";"elen.ruus@hm.ee";"Epost.osutamistearv";NA;"Epost";"osutamistearv"
"Üldhariduskooli tegevus- või koolitusloa väljastamine";"Haridus- ja Teadusministeerium";"elen.ruus@hm.ee";"Epost.osutamistearv";NA;"Epost";"osutamistearv"
"Täiskasvanute koolitusasutuste tegevus- või koolitusloa väljastamine";"Haridus- ja Teadusministeerium";"elen.ruus@hm.ee";"Epost.osutamistearv";NA;"Epost";"osutamistearv"
"Huvikoolidele tegevus- või koolitusloa andmine";"Haridus- ja Teadusministeerium";"elen.ruus@hm.ee";"Epost.osutamistearv";NA;"Epost";"osutamistearv"
"Asutuste dokumendi- ja arhiivihaldusealane nõustamine";"Rahvusarhiiv";"http://www.ra.ee/et/noustamine/";"Epost.osutamistearv";NA;"Epost";"osutamistearv"
"Avalike asutuste liigitusskeemide kooskõlastamine";"Rahvusarhiiv";"http://www.ra.ee/et/arhivaalide-uleandmise-toimingud/";"Epost.osutamistearv";NA;"Epost";"osutamistearv"
"Avalike asutuste dokumentide hindamine (arhiiviväärtusliku ainese väljaselgitamine)";"Rahvusarhiiv";"http://www.ra.ee/et/hindamine/";"Epost.osutamistearv";NA;"Epost";"osutamistearv"
"Eraõiguslike isikute dokumentide hindamine";"Rahvusarhiiv";"http://www.ra.ee/et/hindamine/";"Epost.osutamistearv";NA;"Epost";"osutamistearv"
"FOKA registris hooldustöötajate registreerimine";"Keskkonnaamet";"http://www.keskkonnaamet.ee/public/Teenusstandardid_2014/49._Hooldustoode_teostajate_registreerimine_FOKA.pdf";"Epost.osutamistearv";NA;"Epost";"osutamistearv"
"Ohtlike jäätmete käitluslitsentsi väljastamine";"Keskkonnaamet";"http://www.keskkonnaamet.ee/public/Teenusstandardid_2014/1._Ohtlike_jaatmete_kaitluslitsentsi_taotlemise_teenusstandard.pdf";"Epost.osutamistearv";NA;"Epost";"osutamistearv"
"Ajutiselt Eestis tegutsemisest teatamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/eestis-ajutiselt-tegutsevad-valisettevotted-2/";"Epost.rahulolu";0;"Epost";"rahulolu"
"Lõhkematerjalitehase käitamisloa taotluse läbivaatamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/riigiloiv-8/";"Epost.rahulolu";0;"Epost";"rahulolu"
"Lõhkematerjalilao käitamisloa taotluse läbivaatamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/riigiloiv-8/";"Epost.rahulolu";0;"Epost";"rahulolu"
"Väljaspool lõhkematerjaliladu lõhkematerjali hoidmise loa taotluse läbivaatamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/riigiloiv-8/";"Epost.rahulolu";0;"Epost";"rahulolu"
"Enamohtliku lõhketöö loa taotluse läbivaatamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/riigiloiv-8/";"Epost.rahulolu";0;"Epost";"rahulolu"
"Enamohtliku lõhketöö loa pikendamise taotluse läbivaatamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/riigiloiv-8/";"Epost.rahulolu";0;"Epost";"rahulolu"
"Lõhkematerjali sisseveo loa taotluse läbivaatamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/riigiloiv-8/";"Epost.rahulolu";0;"Epost";"rahulolu"
"Lõhkematerjali väljaveo loa taotluse läbivaatamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/riigiloiv-8/";"Epost.rahulolu";0;"Epost";"rahulolu"
"Lõhkematerjali veoloa taotluse läbivaatamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/riigiloiv-8/";"Epost.rahulolu";0;"Epost";"rahulolu"
"Lõhkematerjali veoloa kooskõlastamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/riigiloiv-8/";"Epost.rahulolu";0;"Epost";"rahulolu"
"Pädevustunnistuse taotluse läbivaatamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/riigiloiv-8/";"Epost.rahulolu";0;"Epost";"rahulolu"
"Pädevustunnistuse duplikaadi väljastamised";"Tehnilise Järelevalve Amet";"http://www.tja.ee/riigiloiv-8/";"Epost.rahulolu";0;"Epost";"rahulolu"
"Pädevustunnistuse kehtivuse pikendamised";"Tehnilise Järelevalve Amet";"http://www.tja.ee/riigiloiv-8/";"Epost.rahulolu";0;"Epost";"rahulolu"
"Pürotehnilise toote ettevalmistuskohale heakskiidu andmine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/riigiloiv-8/";"Epost.rahulolu";0;"Epost";"rahulolu"
"Pürotehnilise toote Eestisse toomisest teatamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/riigiloiv-8/";"Epost.rahulolu";0;"Epost";"rahulolu"
"Kohtutäituri täitemenetluse toimingu kooskõlastamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/riigiloiv-8/";"Epost.rahulolu";0;"Epost";"rahulolu"
"Kohustusliku dokumentatsiooni kooskõlatamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/kohustuslik-dokumentatsioon-3/";"Epost.rahulolu";0;"Epost";"rahulolu"
"Õnnetusest teavitamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/onnetused-ja-haireteated/?highlight=%C3%B5nnetusest,teavitamine";"Epost.rahulolu";0;"Epost";"rahulolu"
"Mõõtevahendi siseriikliku tüübikinnitustunnistuse väljastamine ja muutmine";"Tehnilise Järelevalve Amet";"http://tja.ee/mootevahendid-2/?tpl=1116";"Epost.rahulolu";0;"Epost";"rahulolu"
"Paigalidse või seadmega toimunud õnnetusest teavitamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/onnetused-ja-haireteated/";"Epost.rahulolu";0;"Epost";"rahulolu"
"Menetlustaotluste menetlemine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/poordu-ameti-poole/";"Epost.rahulolu";0;"Epost";"rahulolu"
"Raadiosagedusloa otsuse ärakirja väljastamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/sagedusloa-taotlemine-ja-andmine/";"Epost.rahulolu";0;"Epost";"rahulolu"
"Raadiohäire teate lahendamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/onnetused-ja-haireteated/";"Epost.rahulolu";0;"Epost";"rahulolu"
"Numbriloa väljastamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/numbriluba/";"Epost.rahulolu";0;"Epost";"rahulolu"
"Numbriloa pikendamine / ennistamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/numbriluba/";"Epost.rahulolu";0;"Epost";"rahulolu"
"Numbriloa muutmine";"Tehnilise Järelevalve Amet";"https://www.riigiteataja.ee/akt/130122014007";"Epost.rahulolu";0;"Epost";"rahulolu"
"Sertifitseerimisteenuse osutaja registreerimine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/digitaalallkiri/";"Epost.rahulolu";0;"Epost";"rahulolu"
"Ajatempliteenuse osutaja registreerimine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/digitaalallkiri/";"Epost.rahulolu";0;"Epost";"rahulolu"
"Meediateenuste loa väljastamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/meediateenused/";"Epost.rahulolu";0;"Epost";"rahulolu"
"Tellitava audiovisuaalmeediateenuse osutaja registreerimine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/meediateenused/";"Epost.rahulolu";0;"Epost";"rahulolu"
"Ohutusjuhtimise süsteemi kooskõlastamine ja kinnitamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/maarused-3/";"Epost.rahulolu";0;"Epost";"rahulolu"
"Ohutustunnistuste väljastamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/ohutustunnistus/";"Epost.rahulolu";0;"Epost";"rahulolu"
"Raudteeveeremi kasutuselevõtuloa väljastamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/poordu-ameti-poole";"Epost.rahulolu";0;"Epost";"rahulolu"
"Diiselmootorite tüübikinnitustunnistuste väljastamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/poordu-ameti-poole";"Epost.rahulolu";0;"Epost";"rahulolu"
"Vedurijuhilubade väljastamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/vedurijuhiluba-ja-sertifikaat/";"Epost.rahulolu";0;"Epost";"rahulolu"
"Raudteeveol töötava ohutusnõuniku eksami läbiviimine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/ohtlike-kaupade-raudteeveo-ohutusnounikud/";"Epost.rahulolu";0;"Epost";"rahulolu"
"Raudteeveol töötava ohutusnõuniku tunnistuse väljastamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/ohtlike-kaupade-raudteeveo-ohutusnounikud/";"Epost.rahulolu";0;"Epost";"rahulolu"
"Vedurijuhtide koolituskavade kooskõlastamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/poordu-ameti-poole";"Epost.rahulolu";0;"Epost";"rahulolu"
"Raudteeveeremi registreerimine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/raudteeveeremi-registreerimine/";"Epost.rahulolu";0;"Epost";"rahulolu"
"Ettekirjutuste väljastamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/poordu-ameti-poole";"Epost.rahulolu";0;"Epost";"rahulolu"
"Raudteeveeremi registreerimistunnistuste väljastamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/raudteeveeremi-registreerimine/";"Epost.rahulolu";0;"Epost";"rahulolu"
"Läbilaskevõime jaotamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/labilaskevoime-jaotamine/";"Epost.rahulolu";0;"Epost";"rahulolu"
"Liiklusgraafikute kinnitamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/poordu-ameti-poole";"Epost.rahulolu";0;"Epost";"rahulolu"
"Kaubaveoeeskirjade läbivaatamine ja kinnitamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/poordu-ameti-poole";"Epost.rahulolu";0;"Epost";"rahulolu"
"Ohutusnäitajate ja aruannete kontrollimine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/poordu-ameti-poole";"Epost.rahulolu";0;"Epost";"rahulolu"
"Planeeringute menetlemine ";"Tehnilise Järelevalve Amet";"http://www.tja.ee/poordu-ameti-poole";"Epost.rahulolu";0;"Epost";"rahulolu"
"Mitteavalikul raudteel tegutsemise ohutustunnistuste väljastamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/tegutsemise-ohutustunnistus/";"Epost.rahulolu";0;"Epost";"rahulolu"
"Raudteerajatiste ehitus- ja kasutuslubade menetlemine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/ehitusluba/";"Epost.rahulolu";0;"Epost";"rahulolu"
"Raudteerajatiste kirjaliku nõusoleku väljastamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/kirjalik-nousolek";"Epost.rahulolu";0;"Epost";"rahulolu"
"Raudteeliiklusregistri toimingud";"Tehnilise Järelevalve Amet";"http://tja.ee/raudtee-registreerimine/";"Epost.rahulolu";0;"Epost";"rahulolu"
"Välisriigi kutsekvalifikatsiooni tunnustamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/poordu-ameti-poole";"Epost.rahulolu";0;"Epost";"rahulolu"
"Raudteekaitsevööndis tegutsemiseks kirjaliku nõusoleku väljastamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/poordu-ameti-poole";"Epost.rahulolu";0;"Epost";"rahulolu"
"Raudteeinfrastruktuuri kasutustasude kehtestamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/poordu-ameti-poole";"Epost.rahulolu";0;"Epost";"rahulolu"
"Struktuurivahendite rakendamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/poordu-ameti-poole";"Epost.rahulolu";0;"Epost";"rahulolu"
"Tehnilise Järelevalve Ameti klientide küsimustele vastamine, dokumentide vastuvõtmine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/poordu-ameti-poole";"Epost.rahulolu";0;"Epost";"rahulolu"
"Välisriigis omandatud kutsekvalifikatsiooni tunnustamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/poordu-ameti-poole";"Epost.rahulolu";0;"Epost";"rahulolu"
"Laevapereta prahitud laevade registri kande muudatuse tegemine ja registrist kustutamine";"Veeteede Amet";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/laevapereta_prahitud_laevade_registri_muudatus_ja_kustutamine.pdf";"Epost.rahulolu";0;"Epost";"rahulolu"
"Laeva kandmine laevapereta prahitud laevade registrisse koos ajutise liputunnistuse väljastamisega";"Veeteede Amet";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/ajutise_liputunnistuse_valjastamine.pdf";"Epost.rahulolu";0;"Epost";"rahulolu"
"Laeva nime kooskõlastamine";"Veeteede Amet";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/laeva_nime_kooskolastamise_teenusstandard.pdf";"Epost.rahulolu";0;"Epost";"rahulolu"
"Kalalevale pardanumbri omistamine";"Veeteede Amet";"http://www.vta.ee/public/Laeva_registreerimine_Eesti_lipu_alla_2015.pdf";"Epost.rahulolu";0;"Epost";"rahulolu"
"Navigatsioonimärgistuse registreerimine";"Veeteede Amet";"http://www.vta.ee/navigatsioonimarkide-andmekogu/";"Epost.rahulolu";0;"Epost";"rahulolu"
"x-teega liitumine (arenduskeskkond)";"Riigi Infosüsteemi Amet (RIA)";"https://www.ria.ee/x-tee-keskkonnad/";"Epost.rahulolu";0;"Epost";"rahulolu"
"DVK dokumendi saatmise katkestamine";"Riigi Infosüsteemi Amet (RIA)";"https://www.ria.ee/dokumendivahetus/";"Epost.rahulolu";0;"Epost";"rahulolu"
"eID kasutajatugi";"Riigi Infosüsteemi Amet (RIA)";"http://www.id.ee/";"Epost.rahulolu";0;"Epost";"rahulolu"
"Küberturvaintsidendist teavitamine";"Riigi Infosüsteemi Amet (RIA)";"https://www.ria.ee/turvaintsidendist-teavitamine/";"Epost.rahulolu";0;"Epost";"rahulolu"
"Raudteeseaduse tegevuslubade taotlemine";"Konkurentsiamet";"http://www.konkurentsiamet.ee/?id=16544";"Epost.rahulolu";0;"Epost";"rahulolu"
"Elektrituruseaduse tegevuslubade taotlemine";"Konkurentsiamet";"http://www.konkurentsiamet.ee/index.php?id=27112";"Epost.rahulolu";0;"Epost";"rahulolu"
"Gaasiettevõtja tegevusloa taotlemine";"Konkurentsiamet";"http://www.konkurentsiamet.ee/index.php?id=27124";"Epost.rahulolu";0;"Epost";"rahulolu"
"Soojusettevõtja tegevuslubade taotlemine";"Konkurentsiamet";"http://www.konkurentsiamet.ee/index.php?id=27125";"Epost.rahulolu";0;"Epost";"rahulolu"
"Postiteenuse tegevusloa taotlemine";"Konkurentsiamet";"http://www.konkurentsiamet.ee/index.php?id=11084";"Epost.rahulolu";0;"Epost";"rahulolu"
"Vee hinna kooskõlastamine";"Konkurentsiamet";"http://www.konkurentsiamet.ee/index.php?id=18324";"Epost.rahulolu";0;"Epost";"rahulolu"
"Soojuse hinna kooskõlastamine";"Konkurentsiamet";"http://www.konkurentsiamet.ee/index.php?id=18307";"Epost.rahulolu";0;"Epost";"rahulolu"
"Elektri hinna kooskõlastamine";"Konkurentsiamet";"http://www.konkurentsiamet.ee/index.php?id=18307";"Epost.rahulolu";0;"Epost";"rahulolu"
"Maagaasi hinna kooskõlastamine";"Konkurentsiamet";"http://www.konkurentsiamet.ee/index.php?id=18307";"Epost.rahulolu";0;"Epost";"rahulolu"
"Ettepanek, kaebus Lennuametile";"Lennuamet";"http://www.ecaa.ee/index.php?id=198931";"Epost.rahulolu";0;"Epost";"rahulolu"
"Teabenõude esitamine Lennuametile";"Lennuamet";"http://www.ecaa.ee/index.php?id=198931";"Epost.rahulolu";0;"Epost";"rahulolu"
"Hinnang Lennuameti järelevalvele";"Lennuamet";"http://www.ecaa.ee/index.php?id=198931";"Epost.rahulolu";0;"Epost";"rahulolu"
"Tagasiside Lennuametile";"Lennuamet";"http://www.ecaa.ee/index.php?id=198931";"Epost.rahulolu";0;"Epost";"rahulolu"
"Nõustamine ja vastuvõtt Lennuametis";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Epost.rahulolu";0;"Epost";"rahulolu"
"Lennumeeskonna liikmete lubade taotlemine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Epost.rahulolu";0;"Epost";"rahulolu"
"Lennundustehnilise töötaja loa taotlemine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Epost.rahulolu";0;"Epost";"rahulolu"
"Kontrollpiloodi tunnistuste ja lubade taotlemine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Epost.rahulolu";0;"Epost";"rahulolu"
"Lennujuhi loa taotlemine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Epost.rahulolu";0;"Epost";"rahulolu"
"Tervisekontrolli taotluste esitamine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Epost.rahulolu";0;"Epost";"rahulolu"
"Lennunduskoolituste taotluste esitamine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Epost.rahulolu";0;"Epost";"rahulolu"
"Lennundustehnika taotluste esitamine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Epost.rahulolu";0;"Epost";"rahulolu"
"Aeronavigatsiooniteenuse osutaja sertifikaadi taotluse esitamine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Epost.rahulolu";0;"Epost";"rahulolu"
"Lennujuhtimis- ja raadionavigatsiooniseadmete sertifitseermise taotluse esitamine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Epost.rahulolu";0;"Epost";"rahulolu"
"Lennuvälja või kopteriväljaku sertifikaadi taotluse esitamine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Epost.rahulolu";0;"Epost";"rahulolu"
"Kõrgehitiste ja rajatiste kooskõlastamine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Epost.rahulolu";0;"Epost";"rahulolu"
"Funktsionaalsetesse süsteemidesse tehtavatest muudatustest teatamine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Epost.rahulolu";0;"Epost";"rahulolu"
"Lennuettevõtja sertifikaadi taotlemine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Epost.rahulolu";0;"Epost";"rahulolu"
"Majandustegevusteade alkohoolse joogi jaemüügiks";"Majandus- ja Kommunikatsiooniministeerium";"mtr.mkm.ee";"Epost.rahulolu";NA;"Epost";"rahulolu"
"Majandustegevusteade alkohoolse joogi hulgimüügiks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Epost.rahulolu";NA;"Epost";"rahulolu"
"Majandustegevusteade tubakatoote jaemüügiks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Epost.rahulolu";NA;"Epost";"rahulolu"
"Majandustegevusteade tubakatoote hulgimüügiks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Epost.rahulolu";NA;"Epost";"rahulolu"
"Majandustegevusteade kahjuritõrjega tegelemiseks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Epost.rahulolu";NA;"Epost";"rahulolu"
"Majandustegevusteade ehitamiseks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Epost.rahulolu";NA;"Epost";"rahulolu"
"Majandustegevusteade sideteenuse osutamiseks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Epost.rahulolu";NA;"Epost";"rahulolu"
"Majandustegevusteade kaubandusliku loterii korraldamiseks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Epost.rahulolu";NA;"Epost";"rahulolu"
"Majandustegevusteade tulekustuti hooldamiseks ja tuletõrje voolikusüsteemi kontrollimiseks ja hooldamiseks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Epost.rahulolu";NA;"Epost";"rahulolu"
"Majandustegevusteade reisiettevõtjana tegutsemisks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Epost.rahulolu";NA;"Epost";"rahulolu"
"Majandustegevusteade renditööjõu vahendamiseks ja tööjõu pakkumiseks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Epost.rahulolu";NA;"Epost";"rahulolu"
"Haridussilm.ee - haridus- ja teadusstatistika avaldamine";"Haridus- ja Teadusministeerium";"hm@hm.ee";"Epost.rahulolu";NA;"Epost";"rahulolu"
"Koolieelsete lasteasutuste tegevus- või koolitusloa väljastamine";"Haridus- ja Teadusministeerium";"elen.ruus@hm.ee";"Epost.rahulolu";NA;"Epost";"rahulolu"
"Üldhariduskooli tegevus- või koolitusloa väljastamine";"Haridus- ja Teadusministeerium";"elen.ruus@hm.ee";"Epost.rahulolu";NA;"Epost";"rahulolu"
"Täiskasvanute koolitusasutuste tegevus- või koolitusloa väljastamine";"Haridus- ja Teadusministeerium";"elen.ruus@hm.ee";"Epost.rahulolu";NA;"Epost";"rahulolu"
"Huvikoolidele tegevus- või koolitusloa andmine";"Haridus- ja Teadusministeerium";"elen.ruus@hm.ee";"Epost.rahulolu";NA;"Epost";"rahulolu"
"Asutuste dokumendi- ja arhiivihaldusealane nõustamine";"Rahvusarhiiv";"http://www.ra.ee/et/noustamine/";"Epost.rahulolu";NA;"Epost";"rahulolu"
"Avalike asutuste liigitusskeemide kooskõlastamine";"Rahvusarhiiv";"http://www.ra.ee/et/arhivaalide-uleandmise-toimingud/";"Epost.rahulolu";NA;"Epost";"rahulolu"
"Avalike asutuste dokumentide hindamine (arhiiviväärtusliku ainese väljaselgitamine)";"Rahvusarhiiv";"http://www.ra.ee/et/hindamine/";"Epost.rahulolu";NA;"Epost";"rahulolu"
"Eraõiguslike isikute dokumentide hindamine";"Rahvusarhiiv";"http://www.ra.ee/et/hindamine/";"Epost.rahulolu";NA;"Epost";"rahulolu"
"FOKA registris hooldustöötajate registreerimine";"Keskkonnaamet";"http://www.keskkonnaamet.ee/public/Teenusstandardid_2014/49._Hooldustoode_teostajate_registreerimine_FOKA.pdf";"Epost.rahulolu";NA;"Epost";"rahulolu"
"Ohtlike jäätmete käitluslitsentsi väljastamine";"Keskkonnaamet";"http://www.keskkonnaamet.ee/public/Teenusstandardid_2014/1._Ohtlike_jaatmete_kaitluslitsentsi_taotlemise_teenusstandard.pdf";"Epost.rahulolu";NA;"Epost";"rahulolu"
"Ajutiselt Eestis tegutsemisest teatamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/eestis-ajutiselt-tegutsevad-valisettevotted-2/";"Epost.halduskulu";0;"Epost";"halduskulu"
"Lõhkematerjalitehase käitamisloa taotluse läbivaatamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/riigiloiv-8/";"Epost.halduskulu";0;"Epost";"halduskulu"
"Lõhkematerjalilao käitamisloa taotluse läbivaatamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/riigiloiv-8/";"Epost.halduskulu";0;"Epost";"halduskulu"
"Väljaspool lõhkematerjaliladu lõhkematerjali hoidmise loa taotluse läbivaatamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/riigiloiv-8/";"Epost.halduskulu";0;"Epost";"halduskulu"
"Enamohtliku lõhketöö loa taotluse läbivaatamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/riigiloiv-8/";"Epost.halduskulu";0;"Epost";"halduskulu"
"Enamohtliku lõhketöö loa pikendamise taotluse läbivaatamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/riigiloiv-8/";"Epost.halduskulu";0;"Epost";"halduskulu"
"Lõhkematerjali sisseveo loa taotluse läbivaatamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/riigiloiv-8/";"Epost.halduskulu";0;"Epost";"halduskulu"
"Lõhkematerjali väljaveo loa taotluse läbivaatamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/riigiloiv-8/";"Epost.halduskulu";0;"Epost";"halduskulu"
"Lõhkematerjali veoloa taotluse läbivaatamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/riigiloiv-8/";"Epost.halduskulu";0;"Epost";"halduskulu"
"Lõhkematerjali veoloa kooskõlastamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/riigiloiv-8/";"Epost.halduskulu";0;"Epost";"halduskulu"
"Pädevustunnistuse taotluse läbivaatamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/riigiloiv-8/";"Epost.halduskulu";0;"Epost";"halduskulu"
"Pädevustunnistuse duplikaadi väljastamised";"Tehnilise Järelevalve Amet";"http://www.tja.ee/riigiloiv-8/";"Epost.halduskulu";0;"Epost";"halduskulu"
"Pädevustunnistuse kehtivuse pikendamised";"Tehnilise Järelevalve Amet";"http://www.tja.ee/riigiloiv-8/";"Epost.halduskulu";0;"Epost";"halduskulu"
"Pürotehnilise toote ettevalmistuskohale heakskiidu andmine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/riigiloiv-8/";"Epost.halduskulu";0;"Epost";"halduskulu"
"Pürotehnilise toote Eestisse toomisest teatamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/riigiloiv-8/";"Epost.halduskulu";0;"Epost";"halduskulu"
"Kohtutäituri täitemenetluse toimingu kooskõlastamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/riigiloiv-8/";"Epost.halduskulu";0;"Epost";"halduskulu"
"Kohustusliku dokumentatsiooni kooskõlatamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/kohustuslik-dokumentatsioon-3/";"Epost.halduskulu";0;"Epost";"halduskulu"
"Õnnetusest teavitamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/onnetused-ja-haireteated/?highlight=%C3%B5nnetusest,teavitamine";"Epost.halduskulu";0;"Epost";"halduskulu"
"Mõõtevahendi siseriikliku tüübikinnitustunnistuse väljastamine ja muutmine";"Tehnilise Järelevalve Amet";"http://tja.ee/mootevahendid-2/?tpl=1116";"Epost.halduskulu";0;"Epost";"halduskulu"
"Paigalidse või seadmega toimunud õnnetusest teavitamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/onnetused-ja-haireteated/";"Epost.halduskulu";0;"Epost";"halduskulu"
"Menetlustaotluste menetlemine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/poordu-ameti-poole/";"Epost.halduskulu";0;"Epost";"halduskulu"
"Raadiosagedusloa otsuse ärakirja väljastamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/sagedusloa-taotlemine-ja-andmine/";"Epost.halduskulu";0;"Epost";"halduskulu"
"Raadiohäire teate lahendamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/onnetused-ja-haireteated/";"Epost.halduskulu";0;"Epost";"halduskulu"
